Room_type;person_n;bedroom_n;bed_n;Price
Entire home/apt;4;3;3;$227,00 
Entire home/apt;3;1;1;$120,00 
Entire home/apt;2;1;1;$106,00 
Entire home/apt;2;1;1;$181,00 
Hotel room;2;;1;$149,00 
Entire home/apt;2;1;1;$150,00 
Private room;4;1;2;$146,00 
Private room;1;1;1;$58,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;4;2;2;$425,00 
Entire home/apt;5;2;3;$200,00 
Entire home/apt;2;1;1;$129,00 
Entire home/apt;2;1;1;$102,00 
Entire home/apt;4;1;2;$123,00 
Entire home/apt;4;2;2;$199,00 
Entire home/apt;3;2;3;$220,00 
Private room;1;1;1;$48,00 
Entire home/apt;4;3;4;$350,00 
Private room;2;1;1;$72,00 
Entire home/apt;4;2;2;$440,00 
Entire home/apt;2;1;1;$280,00 
Entire home/apt;2;;1;$70,00 
Entire home/apt;7;3;6;$146,00 
Private room;3;1;2;$191,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;3;1;1;$175,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;;$115,00 
Entire home/apt;2;1;1;$198,00 
Entire home/apt;4;3;3;$90,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;1;$195,00 
Private room;2;1;2;$91,00 
Entire home/apt;4;3;3;$200,00 
Entire home/apt;4;3;3;$180,00 
Entire home/apt;3;2;3;$160,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;2;2;$150,00 
Private room;4;2;2;$235,00 
Entire home/apt;4;3;3;$289,00 
Entire home/apt;2;1;1;$110,00 
Private room;4;;4;$138,00 
Entire home/apt;4;3;4;$155,00 
Entire home/apt;2;1;2;$133,00 
Entire home/apt;2;1;1;$113,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;;1;$195,00 
Entire home/apt;4;3;2;$300,00 
Private room;3;1;2;$70,00 
Entire home/apt;4;3;4;$345,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$145,00 
Entire home/apt;7;3;5;$590,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;4;3;5;$108,00 
Private room;4;2;3;$134,00 
Private room;3;2;4;$170,00 
Entire home/apt;4;3;3;$155,00 
Private room;1;1;1;$47,00 
Entire home/apt;2;1;1;$146,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;2;$77,00 
Entire home/apt;4;3;6;$289,00 
Entire home/apt;2;1;1;$146,00 
Entire home/apt;2;1;1;$135,00 
Entire home/apt;3;2;2;$95,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;2;3;$240,00 
Entire home/apt;4;2;2;$220,00 
Private room;4;2;2;$174,00 
Entire home/apt;2;1;1;$185,00 
Entire home/apt;4;3;3;$195,00 
Entire home/apt;4;2;2;$92,00 
Private room;2;1;1;$125,00 
Entire home/apt;3;2;2;$240,00 
Entire home/apt;4;2;2;$101,00 
Entire home/apt;2;1;1;$129,00 
Private room;2;1;1;$75,00 
Entire home/apt;2;;1;$175,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;4;3;3;$240,00 
Entire home/apt;4;3;4;$629,00 
Entire home/apt;4;4;4;$314,00 
Private room;4;1;3;$96,00 
Private room;3;1;;$120,00 
Entire home/apt;4;2;3;$105,00 
Entire home/apt;4;2;3;$1.818,00 
Entire home/apt;2;1;1;$114,00 
Entire home/apt;4;3;3;$130,00 
Entire home/apt;4;3;4;$175,00 
Private room;2;;1;$183,00 
Private room;2;;1;$213,00 
Entire home/apt;2;2;3;$150,00 
Entire home/apt;4;2;2;$175,00 
Private room;4;;2;$155,00 
Entire home/apt;2;1;1;$153,00 
Entire home/apt;3;2;1;$200,00 
Entire home/apt;4;3;1;$170,00 
Private room;4;2;2;$129,00 
Entire home/apt;2;1;1;$95,00 
Private room;2;1;1;$115,00 
Entire home/apt;4;4;4;$198,00 
Entire home/apt;4;2;2;$298,00 
Private room;4;2;4;$124,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;2;2;$179,00 
Private room;4;2;2;$180,00 
Entire home/apt;2;1;1;$150,00 
Hotel room;4;2;4;$156,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;2;1;1;$139,00 
Entire home/apt;4;2;2;$220,00 
Entire home/apt;4;2;2;$160,00 
Entire home/apt;2;1;1;$185,00 
Private room;2;1;1;$107,00 
Private room;2;1;2;$125,00 
Private room;2;1;2;$122,00 
Private room;2;1;1;$140,00 
Entire home/apt;4;2;2;$349,00 
Entire home/apt;2;1;1;$190,00 
Private room;2;1;1;$87,00 
Entire home/apt;2;1;1;$119,00 
Private room;4;2;3;$136,00 
Private room;2;1;1;$45,00 
Entire home/apt;2;1;1;$95,00 
Private room;2;1;1;$70,00 
Private room;2;1;1;$73,00 
Entire home/apt;3;1;1;$200,00 
Entire home/apt;2;1;1;$85,00 
Entire home/apt;3;2;2;$500,00 
Private room;2;1;1;$83,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;5;5;$240,00 
Entire home/apt;7;3;6;$151,00 
Entire home/apt;2;1;1;$112,00 
Private room;2;1;1;$90,00 
Private room;2;;1;$79,00 
Entire home/apt;2;1;2;$150,00 
Private room;1;1;1;$65,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;7;3;6;$145,00 
Entire home/apt;2;1;1;$159,00 
Entire home/apt;2;1;3;$95,00 
Entire home/apt;3;2;1;$132,00 
Private room;4;2;2;$120,00 
Entire home/apt;4;3;3;$350,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;4;1;2;$178,00 
Private room;2;1;1;$28,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;2;$495,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$150,00 
Private room;3;1;2;$72,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;3;$250,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;6;3;5;$145,00 
Entire home/apt;3;2;2;$85,00 
Entire home/apt;1;1;2;$250,00 
Private room;3;1;2;$82,00 
Private room;2;1;1;$74,00 
Private room;2;1;1;$66,00 
Private room;2;1;2;$59,00 
Entire home/apt;4;3;4;$214,00 
Entire home/apt;2;1;2;$204,00 
Entire home/apt;4;3;4;$325,00 
Entire home/apt;2;1;1;$103,00 
Private room;16;10;20;$797,00 
Private room;3;1;2;$103,00 
Private room;2;1;1;$160,00 
Entire home/apt;2;1;1;$345,00 
Private room;1;1;1;$73,00 
Private room;2;1;1;$119,00 
Entire home/apt;3;1;2;$110,00 
Entire home/apt;4;2;4;$149,00 
Entire home/apt;4;2;3;$149,00 
Entire home/apt;4;2;2;$160,00 
Entire home/apt;2;1;1;$228,00 
Entire home/apt;2;1;1;$155,00 
Entire home/apt;8;4;10;$325,00 
Entire home/apt;2;2;1;$215,00 
Entire home/apt;6;3;5;$145,00 
Entire home/apt;16;8;18;$587,00 
Entire home/apt;4;3;3;$382,00 
Entire home/apt;4;2;2;$165,00 
Private room;2;1;1;$117,00 
Private room;2;1;1;$80,00 
Private room;2;1;1;$160,00 
Private room;2;1;1;$83,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;4;2;;$333,00 
Private room;2;1;2;$30,00 
Entire home/apt;4;3;4;$199,00 
Entire home/apt;2;;1;$120,00 
Entire home/apt;4;2;2;$232,00 
Entire home/apt;4;2;3;$188,00 
Private room;4;;2;$95,00 
Entire home/apt;4;2;2;$191,00 
Entire home/apt;2;1;1;$160,00 
Private room;2;1;1;$79,00 
Entire home/apt;6;3;3;$463,00 
Private room;2;1;1;$100,00 
Entire home/apt;4;3;4;$190,00 
Entire home/apt;4;2;1;$125,00 
Entire home/apt;4;2;3;$180,00 
Entire home/apt;2;1;1;$145,00 
Private room;2;1;1;$65,00 
Entire home/apt;4;2;3;$150,00 
Entire home/apt;4;4;5;$200,00 
Private room;2;1;2;$65,00 
Entire home/apt;4;2;2;$206,00 
Private room;2;;1;$88,00 
Entire home/apt;2;1;1;$160,00 
Entire home/apt;4;3;3;$225,00 
Entire home/apt;4;2;2;$587,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$145,00 
Private room;2;1;2;$94,00 
Entire home/apt;4;3;;$160,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;5;3;3;$60,00 
Private room;4;2;2;$250,00 
Entire home/apt;6;3;7;$636,00 
Entire home/apt;2;1;;$160,00 
Entire home/apt;4;2;2;$152,00 
Entire home/apt;4;4;6;$699,00 
Private room;2;1;2;$78,00 
Private room;1;1;1;$32,00 
Entire home/apt;5;3;5;$251,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;6;2;4;$146,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;2;1;$150,00 
Private room;2;1;2;$78,00 
Entire home/apt;5;4;4;$205,00 
Entire home/apt;2;1;1;$175,00 
Private room;2;1;1;$95,00 
Entire home/apt;2;1;1;$94,00 
Entire home/apt;2;1;1;$100,00 
Private room;2;;1;$95,00 
Private room;2;1;1;$66,00 
Private room;2;1;1;$157,00 
Entire home/apt;2;;1;$150,00 
Private room;3;;2;$87,00 
Entire home/apt;4;4;5;$450,00 
Entire home/apt;4;3;3;$425,00 
Entire home/apt;4;2;2;$325,00 
Private room;1;1;1;$58,00 
Private room;4;;2;$80,00 
Entire home/apt;4;3;2;$149,00 
Entire home/apt;2;1;1;$120,00 
Private room;2;1;1;$89,00 
Entire home/apt;4;3;4;$99,00 
Private room;2;;1;$67,00 
Private room;2;1;1;$42,00 
Private room;4;3;4;$231,00 
Entire home/apt;4;1;1;$230,00 
Entire home/apt;2;2;1;$187,00 
Private room;2;1;1;$89,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$114,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;4;3;6;$326,00 
Private room;4;3;3;$261,00 
Private room;2;1;2;$105,00 
Entire home/apt;2;1;1;$138,00 
Entire home/apt;2;;1;$64,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;6;3;3;$540,00 
Entire home/apt;4;2;2;$233,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;2;;1;$131,00 
Private room;4;1;;$128,00 
Entire home/apt;2;1;1;$200,00 
Private room;4;2;4;$120,00 
Entire home/apt;4;2;2;$295,00 
Entire home/apt;4;3;4;$325,00 
Private room;4;2;3;$95,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;3;1;3;$190,00 
Private room;4;1;2;$109,00 
Entire home/apt;4;2;2;$85,00 
Private room;2;1;1;$100,00 
Private room;2;1;1;$156,00 
Private room;2;1;1;$100,00 
Entire home/apt;2;1;1;$150,00 
Private room;4;1;4;$75,00 
Entire home/apt;3;1;1;$125,00 
Private room;2;1;2;$65,00 
Entire home/apt;4;2;2;$93,00 
Entire home/apt;2;1;1;$179,00 
Entire home/apt;4;2;2;$242,00 
Entire home/apt;4;3;4;$350,00 
Private room;2;1;1;$49,00 
Private room;2;1;1;$68,00 
Private room;2;1;1;$145,00 
Private room;2;1;1;$55,00 
Private room;2;1;1;$60,00 
Entire home/apt;4;2;2;$399,00 
Private room;2;1;1;$95,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;1;$70,00 
Entire home/apt;2;2;2;$150,00 
Private room;2;;1;$105,00 
Private room;2;1;1;$62,00 
Entire home/apt;2;1;1;$170,00 
Entire home/apt;4;2;2;$300,00 
Entire home/apt;4;2;2;$160,00 
Entire home/apt;2;1;1;$90,00 
Private room;2;1;1;$100,00 
Private room;2;1;1;$55,00 
Private room;2;1;1;$125,00 
Entire home/apt;4;3;4;$145,00 
Entire home/apt;4;2;3;$119,00 
Entire home/apt;2;1;1;$149,00 
Entire home/apt;2;1;1;$116,00 
Entire home/apt;2;1;1;$185,00 
Entire home/apt;2;2;2;$174,00 
Entire home/apt;4;2;2;$220,00 
Entire home/apt;4;1;2;$100,00 
Entire home/apt;4;2;2;$170,00 
Entire home/apt;4;2;2;$300,00 
Entire home/apt;4;2;2;$225,00 
Entire home/apt;2;;1;$75,00 
Entire home/apt;2;2;2;$125,00 
Private room;2;;1;$71,00 
Entire home/apt;2;1;1;$157,00 
Private room;1;1;1;$78,00 
Entire home/apt;2;1;1;$220,00 
Entire home/apt;3;1;1;$117,00 
Private room;2;1;1;$169,00 
Private room;3;2;3;$132,00 
Private room;2;1;1;$216,00 
Private room;3;1;1;$183,00 
Private room;3;1;2;$85,00 
Private room;2;1;1;$95,00 
Entire home/apt;4;2;3;$170,00 
Private room;4;2;3;$150,00 
Entire home/apt;4;2;3;$171,00 
Private room;2;;1;$90,00 
Entire home/apt;4;2;3;$160,00 
Hotel room;4;2;2;$214,00 
Private room;2;;1;$96,00 
Entire home/apt;2;1;1;$220,00 
Entire home/apt;2;1;1;$61,00 
Entire home/apt;4;1;1;$159,00 
Entire home/apt;4;4;5;$250,00 
Private room;2;1;1;$110,00 
Entire home/apt;2;1;1;$88,00 
Private room;4;1;2;$200,00 
Private room;4;2;3;$200,00 
Entire home/apt;2;1;1;$125,00 
Private room;4;2;2;$288,00 
Entire home/apt;4;3;5;$486,00 
Private room;2;1;1;$100,00 
Private room;2;1;1;$99,00 
Private room;2;;1;$113,00 
Entire home/apt;2;1;1;$160,00 
Entire home/apt;2;2;1;$75,00 
Entire home/apt;4;4;4;$285,00 
Entire home/apt;2;1;1;$105,00 
Entire home/apt;4;3;3;$170,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;3;3;$206,00 
Entire home/apt;4;2;2;$636,00 
Entire home/apt;2;1;1;$180,00 
Private room;4;2;2;$150,00 
Entire home/apt;6;2;6;$453,00 
Entire home/apt;3;2;2;$113,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;4;4;4;$395,00 
Entire home/apt;4;3;3;$200,00 
Entire home/apt;16;5;16;$814,00 
Entire home/apt;3;2;1;$195,00 
Private room;4;2;3;$128,00 
Entire home/apt;4;1;3;$157,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;;1;$98,00 
Entire home/apt;3;2;2;$200,00 
Private room;2;1;1;$120,00 
Private room;2;1;1;$86,00 
Entire home/apt;4;1;2;$170,00 
Entire home/apt;4;3;4;$200,00 
Entire home/apt;4;2;3;$438,00 
Entire home/apt;6;4;5;$175,00 
Entire home/apt;4;3;4;$205,00 
Entire home/apt;2;1;1;$110,00 
Private room;2;1;1;$59,00 
Entire home/apt;4;3;4;$235,00 
Private room;3;1;1;$107,00 
Entire home/apt;4;2;3;$200,00 
Private room;2;1;1;$100,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;2;1;1;$95,00 
Private room;4;1;1;$76,00 
Entire home/apt;4;3;4;$250,00 
Entire home/apt;4;2;1;$140,00 
Private room;3;2;2;$59,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;2;$159,00 
Private room;2;1;1;$80,00 
Entire home/apt;5;2;3;$250,00 
Entire home/apt;4;1;4;$186,00 
Entire home/apt;4;3;4;$302,00 
Private room;2;1;1;$75,00 
Entire home/apt;2;1;1;$85,00 
Entire home/apt;4;2;2;$275,00 
Private room;4;1;4;$157,00 
Entire home/apt;4;1;2;$150,00 
Private room;2;1;1;$105,00 
Private room;4;2;2;$150,00 
Entire home/apt;4;2;2;$175,00 
Private room;2;1;1;$75,00 
Entire home/apt;4;2;2;$220,00 
Entire home/apt;7;5;5;$294,00 
Entire home/apt;4;;3;$150,00 
Private room;3;1;;$180,00 
Entire home/apt;5;3;4;$175,00 
Private room;2;1;1;$54,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;4;2;2;$250,00 
Private room;2;1;1;$49,00 
Entire home/apt;4;2;2;$123,00 
Entire home/apt;4;3;4;$189,00 
Entire home/apt;3;1;1;$109,00 
Private room;2;1;1;$95,00 
Entire home/apt;2;1;1;$160,00 
Entire home/apt;4;4;4;$180,00 
Private room;2;1;1;$89,00 
Entire home/apt;4;1;1;$106,00 
Entire home/apt;4;2;1;$92,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$81,00 
Entire home/apt;4;2;3;$344,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;1;$100,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;2;;1;$95,00 
Entire home/apt;4;4;4;$175,00 
Entire home/apt;4;4;4;$250,00 
Entire home/apt;4;1;3;$157,00 
Private room;1;1;1;$125,00 
Entire home/apt;2;1;1;$118,00 
Entire home/apt;2;1;1;$65,00 
Private room;2;1;1;$92,00 
Private room;2;1;1;$76,00 
Private room;2;1;1;$80,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;4;3;3;$150,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;2;1;2;$130,00 
Private room;2;1;2;$41,00 
Entire home/apt;2;1;1;$80,00 
Entire home/apt;4;2;2;$269,00 
Entire home/apt;4;3;4;$275,00 
Private room;2;1;1;$125,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;4;2;2;$260,00 
Entire home/apt;2;;2;$97,00 
Entire home/apt;2;;1;$130,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;1;$108,00 
Private room;2;1;;$146,00 
Private room;3;2;3;$120,00 
Entire home/apt;4;2;3;$75,00 
Entire home/apt;3;2;2;$268,00 
Entire home/apt;4;2;3;$75,00 
Private room;2;1;1;$74,00 
Entire home/apt;4;3;3;$199,00 
Entire home/apt;4;2;2;$400,00 
Private room;2;1;2;$41,00 
Private room;2;1;1;$69,00 
Entire home/apt;5;4;4;$250,00 
Entire home/apt;4;2;2;$200,00 
Private room;2;1;2;$190,00 
Entire home/apt;4;3;2;$250,00 
Private room;2;1;1;$140,00 
Entire home/apt;2;2;1;$165,00 
Entire home/apt;2;;1;$199,00 
Entire home/apt;2;2;3;$119,00 
Private room;4;2;2;$100,00 
Private room;2;1;1;$106,00 
Private room;2;;1;$89,00 
Private room;2;1;1;$25,00 
Entire home/apt;4;;3;$160,00 
Entire home/apt;4;3;3;$180,00 
Entire home/apt;2;;1;$133,00 
Entire home/apt;2;1;1;$149,00 
Private room;3;1;1;$204,00 
Entire home/apt;2;2;3;$200,00 
Entire home/apt;8;2;7;$152,00 
Private room;2;1;2;$165,00 
Entire home/apt;2;1;2;$154,00 
Private room;2;1;1;$91,00 
Entire home/apt;2;1;2;$100,00 
Entire home/apt;2;1;1;$125,00 
Private room;4;2;3;$129,00 
Entire home/apt;2;;1;$140,00 
Entire home/apt;3;1;1;$190,00 
Entire home/apt;4;3;4;$350,00 
Private room;1;1;2;$125,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;2;1;1;$200,00 
Private room;2;1;1;$225,00 
Private room;2;1;1;$75,00 
Private room;2;;1;$95,00 
Entire home/apt;4;2;3;$200,00 
Private room;2;1;1;$126,00 
Private room;2;1;1;$130,00 
Private room;2;1;1;$54,00 
Entire home/apt;6;3;3;$245,00 
Private room;2;1;1;$110,00 
Private room;2;1;1;$40,00 
Entire home/apt;4;4;4;$140,00 
Entire home/apt;2;1;1;$89,00 
Private room;1;1;1;$125,00 
Entire home/apt;4;2;2;$375,00 
Private room;4;2;2;$249,00 
Entire home/apt;4;3;6;$186,00 
Entire home/apt;3;2;2;$120,00 
Entire home/apt;4;2;3;$214,00 
Entire home/apt;4;3;4;$150,00 
Private room;2;1;2;$129,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;4;2;2;$379,00 
Private room;2;1;1;$135,00 
Entire home/apt;4;2;2;$160,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;2;1;1;$160,00 
Private room;4;1;4;$75,00 
Entire home/apt;4;3;3;$125,00 
Entire home/apt;7;4;6;$329,00 
Private room;2;1;1;$109,00 
Entire home/apt;5;2;3;$350,00 
Private room;1;1;2;$78,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;4;1;1;$200,00 
Entire home/apt;4;1;2;$240,00 
Entire home/apt;4;1;3;$250,00 
Entire home/apt;4;4;7;$275,00 
Private room;4;2;3;$199,00 
Entire home/apt;4;4;4;$200,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;1;$400,00 
Entire home/apt;5;3;5;$381,00 
Entire home/apt;3;2;2;$499,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;1;$171,00 
Entire home/apt;4;2;2;$150,00 
Private room;2;1;1;$100,00 
Entire home/apt;4;2;2;$385,00 
Entire home/apt;4;2;3;$155,00 
Private room;4;2;3;$130,00 
Private room;3;2;1;$71,00 
Private room;2;1;1;$45,00 
Entire home/apt;4;1;1;$75,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;2;2;$70,00 
Entire home/apt;4;4;2;$130,00 
Private room;2;1;1;$55,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;2;2;$140,00 
Entire home/apt;4;2;2;$136,00 
Entire home/apt;4;1;2;$140,00 
Private room;2;1;1;$65,00 
Private room;1;1;1;$55,00 
Entire home/apt;4;2;2;$160,00 
Entire home/apt;4;3;4;$314,00 
Private room;2;1;1;$89,00 
Private room;2;1;1;$100,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;2;1;1;$135,00 
Entire home/apt;4;2;2;$354,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;2;1;1;$95,00 
Private room;2;;1;$92,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$125,00 
Private room;2;1;1;$60,00 
Entire home/apt;6;4;4;$195,00 
Entire home/apt;2;1;1;$230,00 
Private room;3;1;3;$115,00 
Entire home/apt;4;2;2;$125,00 
Entire home/apt;4;2;2;$283,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;2;$176,00 
Entire home/apt;4;2;2;$120,00 
Entire home/apt;4;2;2;$445,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;2;1;$155,00 
Entire home/apt;4;1;2;$307,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;4;2;2;$229,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;2;1;1;$140,00 
Private room;2;;1;$50,00 
Entire home/apt;4;3;5;$160,00 
Private room;2;1;1;$95,00 
Entire home/apt;2;;1;$250,00 
Entire home/apt;5;2;3;$270,00 
Private room;4;2;5;$134,00 
Entire home/apt;5;4;4;$350,00 
Entire home/apt;2;1;1;$90,00 
Private room;2;1;1;$92,00 
Private room;2;1;1;$93,00 
Entire home/apt;4;2;2;$300,00 
Entire home/apt;2;1;1;$220,00 
Entire home/apt;2;1;1;$102,00 
Entire home/apt;2;;1;$100,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;3;2;2;$300,00 
Private room;2;1;1;$60,00 
Private room;2;1;1;$69,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;2;1;1;$209,00 
Entire home/apt;2;1;1;$197,00 
Entire home/apt;2;1;1;$197,00 
Entire home/apt;2;1;1;$208,00 
Entire home/apt;2;1;1;$231,00 
Entire home/apt;4;2;3;$160,00 
Entire home/apt;3;1;;$21,00 
Entire home/apt;2;1;1;$133,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;3;4;$270,00 
Entire home/apt;4;3;4;$100,00 
Private room;1;1;1;$70,00 
Entire home/apt;3;3;2;$140,00 
Entire home/apt;4;3;6;$282,00 
Entire home/apt;4;3;3;$200,00 
Entire home/apt;6;3;5;$395,00 
Entire home/apt;3;1;1;$175,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;2;1;1;$185,00 
Entire home/apt;16;10;33;$725,00 
Private room;2;1;1;$114,00 
Entire home/apt;4;2;2;$57,00 
Entire home/apt;4;2;4;$50,00 
Shared room;3;1;2;$100,00 
Entire home/apt;2;1;1;$110,00 
Private room;2;1;1;$99,00 
Private room;4;2;4;$224,00 
Entire home/apt;2;1;1;$145,00 
Entire home/apt;2;1;1;$75,00 
Entire home/apt;6;3;3;$810,00 
Entire home/apt;2;1;1;$119,00 
Entire home/apt;4;3;3;$130,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;3;4;$259,00 
Entire home/apt;2;;1;$100,00 
Private room;2;1;1;$65,00 
Entire home/apt;4;2;3;$235,00 
Private room;2;1;1;$70,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;2;$214,00 
Private room;2;1;1;$93,00 
Private room;2;1;1;$81,00 
Private room;3;1;2;$120,00 
Private room;4;2;2;$203,00 
Private room;1;1;1;$100,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;7;5;6;$450,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;2;1;1;$136,00 
Entire home/apt;2;1;2;$140,00 
Entire home/apt;2;1;1;$114,00 
Entire home/apt;4;2;2;$160,00 
Private room;2;1;1;$50,00 
Entire home/apt;2;1;2;$114,00 
Private room;2;1;1;$59,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;3;2;2;$119,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;2;1;1;$114,00 
Entire home/apt;4;2;2;$136,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;4;3;3;$175,00 
Entire home/apt;2;1;1;$135,00 
Private room;2;1;1;$150,00 
Entire home/apt;4;3;4;$444,00 
Entire home/apt;4;2;2;$99,00 
Entire home/apt;4;4;4;$350,00 
Entire home/apt;4;3;6;$250,00 
Entire home/apt;3;1;2;$177,00 
Entire home/apt;4;2;2;$295,00 
Entire home/apt;4;2;2;$185,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;1;$217,00 
Entire home/apt;2;1;3;$100,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;4;2;1;$125,00 
Entire home/apt;2;1;1;$155,00 
Entire home/apt;2;2;1;$179,00 
Entire home/apt;5;3;5;$190,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;2;2;$123,00 
Private room;3;1;2;$70,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;3;5;$295,00 
Entire home/apt;5;3;3;$260,00 
Entire home/apt;4;3;3;$165,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;1;$233,00 
Entire home/apt;4;3;4;$300,00 
Private room;2;1;2;$145,00 
Private room;2;1;1;$94,00 
Entire home/apt;2;1;1;$80,00 
Entire home/apt;2;1;1;$106,00 
Entire home/apt;2;1;1;$147,00 
Entire home/apt;2;;1;$80,00 
Entire home/apt;4;2;3;$160,00 
Entire home/apt;4;3;4;$314,00 
Private room;2;1;1;$101,00 
Private room;2;1;1;$75,00 
Entire home/apt;4;2;2;$159,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;2;4;$350,00 
Entire home/apt;2;2;1;$150,00 
Entire home/apt;5;3;3;$200,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;4;2;4;$214,00 
Private room;4;2;1;$150,00 
Private room;2;1;1;$75,00 
Entire home/apt;6;3;5;$218,00 
Private room;2;1;2;$75,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;1;$140,00 
